Fresh feed flow,Ambient temperature,Feed temperature,Reactor pressure,Regenerator pressure,Furnace temperature,Reactor feed temperature,Regenerator temperature,Catalyst level,Stack gas temperature,Stack gas CO content (ppm),regenerature temperature controller valve opening,Reactor feed temperature controller valve opening,Reactor temperature controller valve opening,Ampearage combustion air blower,Ampearage wet gas blower,Furnace fuel flowrate,Combustion air flowrate,LPG flowrate,Light cycle oil flowrate,Reflux flowrate,Overhead fractionator temperature,Fractionator temperature controller valve opening
164.75,76.795,460.44,34.4,28,1565.3,616,1250.1,29.687,1255.3,29859,24.638,58.031,45.26,278.98,201.61,1993.8,3728.7,2984.3,1646.7,2959.2,312.12,49.512
164.77,76.813,460.55,34.4,28,1564.7,616,1250.1,29.672,1255.3,29864,24.633,57.989,45.269,278.97,201.59,1992.4,3728.2,2984.1,1646.6,2958,312.12,49.492
164.76,76.822,460.66,34.4,28,1564,616.01,1250.1,29.661,1255.3,29871,24.628,57.937,45.273,278.95,201.57,1990.6,3727.8,2983.7,1646.3,2956.8,312.11,49.473
164.75,76.832,460.6,34.4,28,1564.3,616,1250.1,29.652,1255.3,29879,24.624,57.96,45.277,278.94,201.55,1991.4,3727.4,2983.3,1645.8,2955.7,312.1,49.456
164.78,76.852,460.61,34.4,28,1564.5,616,1250.1,29.635,1255.3,29888,24.621,57.972,45.288,278.94,201.54,1991.8,3727.1,2983.2,1645.1,2954.9,312.1,49.442
164.71,76.845,460.75,34.4,28,1563.2,616.01,1250.1,29.637,1255.3,29896,24.617,57.878,45.283,278.92,201.51,1988.6,3726.8,2982.5,1644.4,2954,312.09,49.428
164.74,76.864,460.74,34.4,28,1563.4,616,1250.1,29.624,1255.3,29904,24.614,57.894,45.291,278.92,201.5,1989.1,3726.4,2982.4,1643.5,2953.2,312.09,49.417
164.78,76.886,460.99,34.4,28,1562.2,616.01,1250.1,29.608,1255.3,29911,24.613,57.8,45.303,278.93,201.5,1985.9,3726.3,2982.4,1642.6,2952.6,312.09,49.407
164.86,76.917,461.15,34.4,28,1561.7,616.01,1250.1,29.586,1255.3,29920,24.616,57.764,45.321,278.97,201.52,1984.7,3726.5,2982.8,1641.7,2952.2,312.09,49.4
164.83,76.92,461.11,34.4,28,1561.8,616,1250,29.58,1255.3,29929,24.619,57.773,45.325,278.98,201.51,1984.9,3726.7,2982.6,1640.7,2951.8,312.09,49.393
164.84,76.931,461.17,34.4,28,1561.5,616,1250,29.573,1255.3,29937,24.623,57.749,45.331,279.01,201.51,1984.1,3727,2982.6,1639.7,2951.5,312.09,49.388
164.89,76.952,461.39,34.4,28,1560.4,616.01,1250,29.561,1255.2,29945,24.628,57.67,45.343,279.05,201.52,1981.4,3727.4,2982.9,1638.9,2951.4,312.1,49.385
164.98,76.983,461.44,34.4,28,1560.6,616,1250,29.542,1255.2,29953,24.637,57.682,45.361,279.11,201.56,1981.8,3728.1,2983.7,1638.2,2951.5,312.11,49.385
164.91,76.972,461.25,34.4,28,1561.4,616,1250,29.549,1255.2,29960,24.644,57.739,45.357,279.14,201.55,1983.8,3728.8,2983.4,1637.6,2951.5,312.11,49.385
164.82,76.961,461.42,34.4,28,1559.8,616.01,1250,29.563,1255.2,29964,24.648,57.628,45.346,279.14,201.53,1980,3729.1,2983,1637.2,2951.5,312.11,49.385
164.81,76.968,461.59,34.4,28,1558.7,616.01,1250,29.568,1255.2,29965,24.651,57.548,45.344,279.16,201.53,1977.2,3729.3,2983.1,1637.1,2951.5,312.11,49.385
164.82,76.982,461.65,34.4,28,1558.4,616.01,1250,29.568,1255.2,29964,24.654,57.523,45.345,279.18,201.54,1976.4,3729.5,2983.3,1637.2,2951.5,312.11,49.384
164.85,77.001,461.48,34.4,28,1559.6,616,1250,29.562,1255.2,29962,24.658,57.612,45.351,279.22,201.56,1979.4,3729.8,2983.6,1637.4,2951.4,312.12,49.383
164.86,77.016,461.5,34.4,28,1559.5,616,1250,29.56,1255.2,29960,24.663,57.608,45.354,279.25,201.57,1979.3,3730.2,2983.9,1637.7,2951.4,312.12,49.381
164.84,77.02,461.37,34.4,28,1560.2,615.99,1250,29.563,1255.2,29957,24.667,57.659,45.352,279.27,201.57,1981,3730.5,2983.9,1637.9,2951.2,312.13,49.378
164.89,77.042,461.35,34.4,28,1560.6,615.99,1250,29.557,1255.2,29954,24.672,57.686,45.359,279.31,201.6,1982,3730.9,2984.3,1638.2,2951.1,312.14,49.375
164.9,77.055,461.26,34.4,28,1561.2,615.99,1250,29.556,1255.2,29951,24.677,57.73,45.362,279.34,201.61,1983.5,3731.3,2984.6,1638.5,2951.1,312.14,49.373
164.89,77.061,461.46,34.4,28,1560,616,1250,29.56,1255.2,29949,24.682,57.637,45.36,279.36,201.62,1980.3,3731.6,2984.7,1638.8,2951,312.15,49.371
164.9,77.073,461.45,34.4,28,1560.1,616,1250,29.561,1255.2,29945,24.686,57.644,45.361,279.39,201.64,1980.5,3732,2985,1639,2951.1,312.15,49.371
164.97,77.1,461.33,34.4,28,1561.2,615.99,1250,29.552,1255.2,29942,24.693,57.729,45.372,279.44,201.68,1983.4,3732.5,2985.8,1639.1,2951.3,312.17,49.372
164.99,77.115,461.55,34.4,28,1560.1,616,1250,29.55,1255.2,29940,24.7,57.641,45.376,279.48,201.71,1980.4,3733.1,2986.4,1639.1,2951.6,312.18,49.376
164.97,77.118,461.34,34.4,28,1561.2,615.99,1250,29.556,1255.2,29937,24.707,57.725,45.374,279.51,201.73,1983.3,3733.6,2986.7,1639,2952,312.19,49.38
164.89,77.105,461.46,34.4,28,1559.9,616.01,1250,29.575,1255.2,29933,24.71,57.635,45.359,279.52,201.72,1980.2,3733.9,2986.5,1638.9,2952.3,312.19,49.384
164.88,77.114,461.32,34.4,28,1560.7,616,1250,29.582,1255.2,29928,24.712,57.694,45.355,279.53,201.74,1982.2,3734,2986.8,1638.8,2952.6,312.2,49.388
164.89,77.129,461.26,34.4,28,1561.2,616,1250,29.584,1255.2,29921,24.714,57.728,45.355,279.55,201.77,1983.4,3734.1,2987.3,1638.8,2952.9,312.21,49.393
164.88,77.136,461.39,34.4,28,1560.3,616,1250,29.59,1255.2,29914,24.715,57.665,45.35,279.56,201.78,1981.3,3734.2,2987.6,1638.8,2953.2,312.22,49.396
164.91,77.154,461.27,34.4,28,1561.2,616,1250,29.589,1255.2,29908,24.717,57.727,45.352,279.58,201.81,1983.4,3734.3,2988.2,1638.8,2953.5,312.23,49.399
164.85,77.151,461.43,34.4,28,1559.9,616.01,1250,29.6,1255.2,29902,24.716,57.636,45.342,279.58,201.81,1980.3,3734.3,2988.1,1638.9,2953.7,312.23,49.4
164.84,77.16,461.35,34.4,28,1560.4,616,1250,29.604,1255.2,29895,24.715,57.669,45.338,279.58,201.83,1981.4,3734.1,2988.3,1639,2953.7,312.24,49.4
164.88,77.181,461.2,34.4,28,1561.5,615.99,1250,29.6,1255.3,29889,24.714,57.748,45.342,279.59,201.85,1984.1,3734,2988.8,1639.2,2953.8,312.25,49.4
164.8,77.172,461.27,34.4,28,1560.6,616,1250,29.613,1255.3,29884,24.711,57.687,45.329,279.57,201.84,1982,3733.8,2988.6,1639.5,2953.7,312.25,49.397
164.84,77.193,461.34,34.4,28,1560.4,616,1250,29.609,1255.3,29879,24.709,57.67,45.332,279.57,201.86,1981.4,3733.5,2989,1639.8,2953.5,312.26,49.394
164.85,77.208,461.37,34.4,28,1560.3,616,1250,29.606,1255.3,29875,24.707,57.66,45.333,279.58,201.88,1981.1,3733.3,2989.3,1640.1,2953.4,312.27,49.391
164.93,77.239,461.17,34.4,28,1561.9,615.99,1250,29.591,1255.3,29872,24.708,57.781,45.346,279.6,201.92,1985.2,3733.3,2990,1640.4,2953.4,312.28,49.389
164.91,77.241,461.06,34.4,28,1562.5,615.99,1250,29.592,1255.3,29872,24.709,57.822,45.344,279.61,201.93,1986.6,3733.4,2990.1,1640.6,2953.4,312.29,49.387
164.82,77.23,460.95,34.4,28,1562.7,615.99,1250,29.605,1255.3,29871,24.707,57.838,45.332,279.59,201.91,1987.2,3733.2,2989.8,1640.7,2953.3,312.29,49.385
164.87,77.253,460.84,34.4,28,1563.6,615.99,1250,29.598,1255.3,29870,24.706,57.903,45.338,279.6,201.94,1989.4,3733.1,2990.3,1640.8,2953.3,312.29,49.383
164.93,77.279,460.97,34.4,28,1563.2,616,1250,29.587,1255.3,29870,24.707,57.872,45.348,279.63,201.98,1988.4,3733.1,2991,1640.9,2953.4,312.31,49.384
164.97,77.298,461.14,34.4,28,1562.4,616,1250,29.578,1255.3,29871,24.71,57.814,45.355,279.65,202.01,1986.4,3733.3,2991.7,1640.8,2953.7,312.32,49.386
165.06,77.327,461.2,34.4,28,1562.6,616,1250,29.563,1255.3,29874,24.716,57.826,45.37,279.7,202.06,1986.8,3733.7,2992.7,1640.5,2954.1,312.34,49.391
164.98,77.315,461.11,34.4,28,1562.7,616,1250,29.573,1255.3,29878,24.72,57.833,45.362,279.71,202.07,1987,3734.1,2992.7,1640.2,2954.6,312.35,49.396
164.93,77.311,460.82,34.4,28,1564.1,615.99,1250,29.584,1255.3,29880,24.722,57.938,45.354,279.71,202.08,1990.6,3734.3,2992.8,1639.9,2955,312.36,49.402
164.96,77.328,460.69,34.4,28,1565.1,615.99,1250,29.582,1255.3,29881,24.725,58.01,45.358,279.74,202.11,1993.1,3734.4,2993.5,1639.7,2955.5,312.37,49.409
165.02,77.353,460.81,34.4,28,1564.7,616,1250,29.574,1255.3,29882,24.73,57.982,45.367,279.78,202.17,1992.1,3734.8,2994.4,1639.6,2956.2,312.39,49.418
165.14,77.39,460.96,34.4,28,1564.6,616,1250,29.556,1255.3,29884,24.739,57.965,45.385,279.84,202.24,1991.6,3735.4,2995.9,1639.4,2957.1,312.41,49.429
165.14,77.395,460.76,34.4,28,1565.8,615.99,1250,29.557,1255.2,29887,24.748,58.056,45.387,279.89,202.28,1994.7,3736.2,2996.6,1639.1,2958,312.43,49.441
165.15,77.403,460.64,34.4,28,1566.5,615.99,1250,29.56,1255.2,29890,24.757,58.108,45.389,279.93,202.33,1996.5,3736.9,2997.4,1639,2959,312.45,49.454
165.18,77.417,460.6,34.4,28,1567,615.99,1249.9,29.561,1255.2,29892,24.767,58.141,45.393,279.98,202.39,1997.6,3737.7,2998.4,1638.9,2960.1,312.47,49.469
165.15,77.418,460.72,34.4,28,1566.1,616,1249.9,29.572,1255.2,29893,24.776,58.079,45.388,280.02,202.43,1995.5,3738.4,2999.2,1639,2961.3,312.49,49.485
165.15,77.423,460.66,34.4,28,1566.4,616,1249.9,29.582,1255.2,29892,24.784,58.103,45.384,280.06,202.48,1996.3,3739.1,3000,1639.2,2962.5,312.51,49.502
165.14,77.43,460.49,34.4,28,1567.4,615.99,1249.9,29.591,1255.2,29890,24.791,58.174,45.381,280.09,202.53,1998.7,3739.7,3001,1639.5,2963.7,312.53,49.519
165.14,77.438,460.63,34.4,28,1566.6,616,1249.9,29.601,1255.2,29887,24.798,58.116,45.377,280.13,202.58,1996.8,3740.2,3001.9,1639.9,2964.9,312.56,49.535
165.23,77.468,460.8,34.4,28,1566.1,616,1249.9,29.596,1255.2,29883,24.807,58.077,45.386,280.19,202.66,1995.4,3740.8,3003.4,1640.4,2966.3,312.58,49.553
165.27,77.486,460.79,34.4,28,1566.4,616,1249.9,29.597,1255.2,29880,24.817,58.098,45.39,280.24,202.74,1996.1,3741.6,3004.7,1640.8,2967.6,312.61,49.571
165.24,77.484,460.86,34.4,28,1565.8,616,1249.9,29.612,1255.2,29877,24.826,58.056,45.382,280.28,202.79,1994.7,3742.3,3005.6,1641.2,2968.9,312.64,49.589
165.25,77.494,460.75,34.4,28,1566.5,616,1249.9,29.621,1255.2,29874,24.834,58.107,45.379,280.32,202.85,1996.4,3743,3006.7,1641.7,2970.3,312.66,49.607
165.2,77.488,460.75,34.4,28,1566.2,616,1249.9,29.641,1255.2,29869,24.839,58.085,45.366,280.34,202.89,1995.7,3743.4,3007.4,1642.2,2971.6,312.68,49.625
165.16,77.488,460.74,34.4,28,1566.1,616,1249.9,29.659,1255.2,29862,24.843,58.074,45.354,280.35,202.94,1995.3,3743.7,3008.2,1642.8,2972.8,312.7,49.641
165.08,77.479,460.66,34.4,28,1566,616,1249.9,29.684,1255.3,29854,24.842,58.075,45.335,280.34,202.96,1995.3,3743.7,3008.6,1643.5,2973.8,312.72,49.655
165.08,77.49,460.84,34.4,28,1564.9,616.01,1249.9,29.696,1255.3,29844,24.841,57.994,45.327,280.34,203.01,1992.5,3743.5,3009.4,1644.2,2974.7,312.74,49.667
165.01,77.483,461.01,34.4,28,1563.5,616.01,1249.9,29.717,1255.3,29833,24.836,57.891,45.308,280.32,203.03,1989,3743.1,3009.7,1644.9,2975.4,312.75,49.675
165.16,77.529,461.01,34.4,28,1564.4,616,1249.9,29.7,1255.3,29824,24.836,57.954,45.324,280.35,203.11,1991.2,3743,3011.2,1645.6,2976.1,312.78,49.684
165.21,77.547,460.99,34.4,28,1564.8,616,1249.9,29.694,1255.3,29818,24.838,57.984,45.33,280.37,203.17,1992.2,3743.1,3012.2,1646.1,2976.8,312.8,49.691
165.15,77.536,460.99,34.4,28,1564.5,616,1250,29.708,1255.3,29814,24.838,57.959,45.318,280.36,203.18,1991.3,3743.1,3012.4,1646.5,2977.3,312.82,49.697
165.14,77.539,461.09,34.4,28,1563.8,616.01,1250,29.715,1255.3,29811,24.837,57.911,45.313,280.36,203.21,1989.7,3743,3013,1646.9,2977.8,312.83,49.703
165.13,77.543,461.09,34.4,28,1563.7,616,1250,29.722,1255.3,29808,24.835,57.905,45.308,280.35,203.25,1989.5,3742.8,3013.5,1647.2,2978.3,312.84,49.709
165.06,77.532,461.07,34.4,28,1563.4,616,1250,29.737,1255.3,29805,24.83,57.882,45.293,280.33,203.26,1988.7,3742.5,3013.6,1647.6,2978.8,312.85,49.714
165.13,77.559,460.9,34.4,28,1564.9,615.99,1250,29.729,1255.3,29803,24.828,57.989,45.301,280.34,203.31,1992.4,3742.2,3014.6,1647.8,2979.3,312.87,49.72
165.14,77.567,460.87,34.4,28,1565.1,615.99,1250,29.73,1255.3,29801,24.827,58.005,45.299,280.33,203.34,1992.9,3742,3015.2,1648,2979.9,312.89,49.727
165.21,77.593,461.05,34.4,28,1564.5,616,1250,29.719,1255.3,29802,24.828,57.959,45.309,280.36,203.4,1991.3,3742,3016.4,1648,2980.6,312.91,49.735
165.25,77.608,461.16,34.4,28,1564.1,616,1250,29.713,1255.3,29804,24.83,57.927,45.315,280.38,203.46,1990.2,3742.2,3017.3,1647.9,2981.3,312.93,49.744
165.31,77.627,461.24,34.4,28,1563.9,616,1250,29.705,1255.3,29809,24.835,57.915,45.324,280.41,203.52,1989.8,3742.5,3018.4,1647.7,2982.2,312.95,49.756
165.34,77.639,461.02,34.4,28,1565.4,615.99,1250,29.701,1255.3,29815,24.841,58.024,45.33,280.45,203.57,1993.6,3743,3019.4,1647.4,2983.3,312.98,49.769
165.48,77.676,461.01,34.4,28,1566.3,615.99,1250,29.682,1255.3,29822,24.853,58.087,45.351,280.52,203.67,1995.7,3743.9,3021.3,1647,2984.7,313.01,49.788
165.48,77.678,461.01,34.4,28,1566.4,615.99,1250,29.685,1255.3,29830,24.865,58.088,45.354,280.57,203.74,1995.8,3744.8,3022.5,1646.6,2986.3,313.04,49.809
165.5,77.683,460.91,34.4,28,1567.1,615.99,1249.9,29.689,1255.3,29838,24.877,58.14,45.356,280.63,203.81,1997.6,3745.8,3023.8,1646.2,2988,313.07,49.834
165.56,77.701,461,34.4,28,1566.9,616,1249.9,29.689,1255.3,29845,24.891,58.126,45.364,280.7,203.91,1997.1,3746.9,3025.5,1645.9,2990,313.11,49.862
165.55,77.7,461.11,34.4,28,1566.2,616,1249.9,29.701,1255.3,29850,24.904,58.074,45.36,280.75,203.98,1995.3,3748,3026.8,1645.7,2992.2,313.14,49.892
165.56,77.704,461.13,34.4,28,1566.1,616,1249.9,29.712,1255.3,29854,24.917,58.069,45.358,280.8,204.07,1995.1,3749,3028.3,1645.6,2994.4,313.17,49.923
165.58,77.713,461.28,34.4,28,1565.3,616.01,1249.9,29.723,1255.3,29855,24.93,58.009,45.356,280.86,204.16,1993.1,3750.1,3030,1645.6,2996.7,313.21,49.955
165.45,77.685,461.29,34.4,28,1564.5,616.01,1249.9,29.759,1255.3,29854,24.938,57.952,45.331,280.87,204.2,1991.1,3750.8,3030.6,1645.9,2998.8,313.23,49.985
165.48,77.699,461.43,34.4,28,1563.8,616.01,1249.9,29.772,1255.3,29849,24.945,57.903,45.327,280.91,204.28,1989.4,3751.3,3032.2,1646.4,3000.8,313.27,50.014
165.49,77.708,461.3,34.4,28,1564.6,616,1249.9,29.786,1255.3,29843,24.952,57.962,45.321,280.95,204.36,1991.5,3751.8,3033.6,1647.1,3002.8,313.3,50.041
165.58,77.737,461.37,34.4,28,1564.8,616,1249.9,29.785,1255.3,29837,24.962,57.968,45.327,281.01,204.47,1991.7,3752.5,3035.6,1647.9,3004.7,313.34,50.068
165.58,77.74,461.32,34.4,28,1565.1,616,1249.9,29.799,1255.3,29831,24.97,57.991,45.321,281.04,204.55,1992.5,3753.2,3036.9,1648.7,3006.6,313.37,50.092
165.68,77.77,461.48,34.4,28,1564.7,616,1249.9,29.797,1255.3,29826,24.982,57.96,45.329,281.11,204.66,1991.4,3754.1,3039,1649.6,3008.5,313.41,50.118
165.7,77.779,461.44,34.4,28,1565.1,616,1249.9,29.807,1255.3,29823,24.994,57.991,45.328,281.17,204.75,1992.5,3755,3040.6,1650.4,3010.4,313.45,50.143
165.68,77.777,461.59,34.4,28,1564.1,616.01,1249.9,29.826,1255.3,29819,25.004,57.917,45.318,281.21,204.83,1989.9,3755.8,3042,1651.2,3012.4,313.49,50.17
165.75,77.797,461.54,34.4,28,1564.8,616,1249.9,29.832,1255.3,29816,25.016,57.964,45.32,281.27,204.94,1991.5,3756.7,3044,1652,3014.5,313.53,50.198
165.76,77.804,461.59,34.4,28,1564.5,616,1249.9,29.845,1255.3,29812,25.027,57.947,45.316,281.32,205.04,1991,3757.6,3045.8,1652.7,3016.8,313.57,50.229
165.76,77.806,461.43,34.4,28,1565.5,615.99,1249.9,29.863,1255.3,29808,25.038,58.017,45.308,281.36,205.13,1993.3,3758.4,3047.4,1653.3,3019.1,313.61,50.26
165.76,77.812,461.65,34.4,28,1564.2,616.01,1249.9,29.881,1255.3,29802,25.047,57.924,45.3,281.4,205.23,1990.2,3759.1,3049.2,1653.9,3021.4,313.65,50.293
165.8,77.826,461.45,34.4,28,1565.6,615.99,1249.9,29.892,1255.3,29797,25.058,58.025,45.298,281.45,205.34,1993.6,3759.9,3051.1,1654.3,3023.9,313.69,50.326
165.89,77.85,461.52,34.4,28,1565.7,616,1249.9,29.896,1255.3,29792,25.07,58.029,45.302,281.51,205.47,1993.7,3760.8,3053.5,1654.6,3026.5,313.74,50.362
165.88,77.851,461.64,34.4,28,1565,616,1249.9,29.914,1255.3,29787,25.081,57.975,45.294,281.56,205.57,1991.9,3761.7,3055.3,1654.8,3029.1,313.79,50.398
165.93,77.866,461.85,34.4,28,1564,616.01,1249.9,29.926,1255.3,29783,25.093,57.902,45.291,281.61,205.69,1989.4,3762.5,3057.4,1654.9,3031.8,313.83,50.435
165.94,77.873,461.77,34.4,28,1564.6,616,1249.9,29.941,1255.3,29779,25.104,57.946,45.286,281.66,205.81,1990.9,3763.4,3059.5,1655.1,3034.6,313.88,50.473
165.99,77.887,461.7,34.4,28,1565.2,616,1249.9,29.953,1255.3,29775,25.117,57.992,45.284,281.72,205.93,1992.5,3764.4,3061.7,1655.3,3037.4,313.93,50.512
166.01,77.894,461.66,34.4,28,1565.6,616,1249.9,29.97,1255.3,29770,25.129,58.017,45.278,281.77,206.05,1993.3,3765.3,3063.9,1655.6,3040.3,313.98,50.552
166.03,77.903,461.67,34.4,28,1565.7,616,1249.9,29.986,1255.3,29766,25.141,58.026,45.273,281.82,206.17,1993.7,3766.2,3066.1,1656,3043.2,314.03,50.592
166,77.898,461.3,34.4,28,1567.8,615.98,1249.9,30.012,1255.3,29760,25.151,58.177,45.259,281.86,206.28,1998.8,3767,3067.9,1656.5,3046.1,314.08,50.632
166.02,77.909,461.22,34.4,28,1568.4,615.99,1249.9,30.029,1255.3,29754,25.16,58.223,45.252,281.9,206.4,2000.4,3767.7,3070.1,1657.1,3049,314.12,50.671
166.05,77.92,461.12,34.4,28,1569.2,615.99,1249.9,30.046,1255.3,29747,25.17,58.279,45.245,281.95,206.52,2002.3,3768.4,3072.3,1657.9,3051.9,314.18,50.711
166.08,77.931,460.97,34.4,28,1570.3,615.99,1249.9,30.062,1255.3,29740,25.18,58.361,45.24,281.99,206.65,2005.2,3769.1,3074.5,1658.7,3054.7,314.23,50.75
166.15,77.951,460.97,34.4,28,1570.7,615.99,1249.9,30.072,1255.3,29735,25.191,58.388,45.239,282.04,206.78,2006.1,3769.9,3077,1659.5,3057.7,314.28,50.79
166.2,77.967,460.91,34.4,28,1571.4,615.99,1249.9,30.082,1255.3,29730,25.203,58.438,45.238,282.1,206.92,2007.8,3770.8,3079.5,1660.3,3060.7,314.34,50.83
166.22,77.973,460.93,34.4,28,1571.4,615.99,1249.9,30.1,1255.3,29727,25.215,58.437,45.231,282.15,207.05,2007.8,3771.7,3081.8,1661,3063.7,314.39,50.871
166.2,77.972,460.85,34.4,28,1571.8,615.99,1249.9,30.124,1255.3,29723,25.225,58.466,45.219,282.19,207.17,2008.8,3772.5,3083.9,1661.7,3066.7,314.44,50.912
166.24,77.983,460.83,34.4,28,1572.1,615.99,1249.9,30.141,1255.3,29718,25.236,58.489,45.213,282.24,207.3,2009.6,3773.3,3086.3,1662.4,3069.8,314.49,50.954
166.24,77.987,460.71,34.4,28,1572.9,615.99,1249.9,30.162,1255.3,29714,25.245,58.546,45.202,282.27,207.42,2011.5,3774,3088.5,1663.1,3072.8,314.55,50.996
166.23,77.989,460.68,34.4,28,1573,615.99,1249.9,30.186,1255.4,29708,25.253,58.556,45.19,282.3,207.55,2011.9,3774.6,3090.7,1663.8,3075.9,314.6,51.038
166.24,77.995,460.47,34.4,28,1574.4,615.99,1249.9,30.207,1255.4,29703,25.261,58.652,45.179,282.34,207.67,2015.2,3775.2,3092.9,1664.5,3079,314.65,51.079
166.23,77.998,460.45,34.4,28,1574.4,615.99,1249.9,30.23,1255.4,29696,25.267,58.658,45.166,282.36,207.79,2015.4,3775.6,3095,1665.1,3081.9,314.7,51.12
166.23,78.002,460.31,34.4,28,1575.3,615.99,1249.9,30.253,1255.4,29689,25.272,58.72,45.154,282.38,207.91,2017.5,3776,3097.1,1665.8,3084.8,314.75,51.159
166.26,78.015,460.21,34.4,28,1576.1,615.99,1249.9,30.268,1255.4,29683,25.277,58.779,45.147,282.41,208.03,2019.5,3776.3,3099.4,1666.4,3087.6,314.8,51.197
166.27,78.022,460.2,34.4,28,1576.2,615.99,1249.9,30.287,1255.4,29677,25.282,58.785,45.136,282.43,208.15,2019.7,3776.6,3101.5,1667.1,3090.4,314.85,51.234
166.34,78.046,460.17,34.4,28,1576.9,615.99,1249.9,30.293,1255.4,29673,25.288,58.833,45.137,282.47,208.29,2021.4,3777,3104.1,1667.7,3093.2,314.91,51.272
166.39,78.061,460.23,34.4,28,1576.8,616,1249.9,30.303,1255.4,29670,25.296,58.824,45.134,282.51,208.42,2021.1,3777.6,3106.4,1668.2,3096,314.96,51.309
166.36,78.057,460.16,34.4,28,1577,616,1249.9,30.326,1255.4,29669,25.302,58.844,45.121,282.53,208.53,2021.8,3778,3108.4,1668.7,3098.8,315.01,51.346
166.37,78.063,460.13,34.4,28,1577.3,616,1249.9,30.344,1255.4,29667,25.307,58.864,45.112,282.55,208.65,2022.4,3778.4,3110.5,1669.2,3101.5,315.06,51.383
166.37,78.066,460.3,34.4,28,1576.3,616,1249.9,30.364,1255.4,29666,25.311,58.787,45.101,282.57,208.77,2019.8,3778.7,3112.5,1669.7,3104.2,315.11,51.419
166.39,78.078,460.26,34.4,28,1576.6,616,1249.9,30.378,1255.4,29664,25.316,58.814,45.095,282.59,208.89,2020.7,3779,3114.8,1670.3,3107,315.16,51.457
166.51,78.111,460.23,34.4,28,1577.5,615.99,1249.9,30.376,1255.4,29664,25.325,58.878,45.103,282.65,209.05,2022.9,3779.6,3117.6,1670.8,3110,315.22,51.496
166.6,78.136,460.45,34.4,28,1576.8,616,1249.9,30.376,1255.4,29667,25.336,58.817,45.11,282.7,209.2,2020.8,3780.3,3120.5,1671.1,3113.1,315.28,51.537
166.63,78.144,460.59,34.4,28,1576.1,616.01,1249.9,30.387,1255.4,29672,25.348,58.767,45.107,282.75,209.34,2019.1,3781.2,3122.9,1671.3,3116.2,315.34,51.58
166.62,78.143,460.64,34.4,28,1575.7,616.01,1249.9,30.407,1255.4,29676,25.36,58.742,45.099,282.79,209.46,2018.3,3782.1,3125.2,1671.4,3119.5,315.4,51.623
166.6,78.138,460.55,34.4,28,1576.1,616,1249.9,30.432,1255.4,29679,25.37,58.772,45.086,282.83,209.59,2019.3,3782.9,3127.4,1671.5,3122.7,315.45,51.668
166.66,78.158,460.61,34.4,28,1576.2,616,1249.9,30.443,1255.4,29682,25.381,58.773,45.085,282.88,209.74,2019.3,3783.7,3130.2,1671.7,3126.1,315.51,51.714
166.68,78.162,460.63,34.4,28,1576.1,616,1249.9,30.462,1255.4,29683,25.392,58.769,45.078,282.92,209.88,2019.2,3784.5,3132.7,1672,3129.6,315.57,51.762
166.71,78.173,460.77,34.4,28,1575.4,616,1249.9,30.478,1255.4,29684,25.404,58.718,45.073,282.97,210.02,2017.4,3785.3,3135.3,1672.2,3133.1,315.63,51.809
166.72,78.178,460.72,34.4,28,1575.8,616,1249.9,30.498,1255.4,29685,25.415,58.746,45.064,283.01,210.16,2018.4,3786.1,3137.8,1672.5,3136.6,315.69,51.857
166.74,78.185,460.62,34.4,28,1576.5,616,1249.9,30.518,1255.4,29685,25.426,58.796,45.056,283.06,210.3,2020.1,3787,3140.4,1672.9,3140,315.74,51.904
166.75,78.19,460.67,34.4,28,1576.3,616,1249.9,30.54,1255.4,29683,25.437,58.78,45.046,283.1,210.44,2019.5,3787.7,3142.8,1673.3,3143.4,315.8,51.951
166.76,78.197,460.84,34.4,28,1575.4,616.01,1249.9,30.561,1255.4,29682,25.447,58.71,45.037,283.14,210.58,2017.1,3788.4,3145.4,1673.8,3146.8,315.86,51.997
166.77,78.203,460.9,34.4,28,1575,616.01,1249.9,30.583,1255.4,29679,25.456,58.687,45.027,283.18,210.71,2016.4,3789.1,3147.8,1674.4,3150.1,315.92,52.042
166.77,78.206,461.18,34.4,28,1573.4,616.01,1249.9,30.607,1255.4,29676,25.464,58.563,45.014,283.21,210.85,2012.1,3789.7,3150.2,1675.1,3153.4,315.97,52.086
166.75,78.205,461.22,34.4,28,1573,616.01,1249.9,30.634,1255.4,29673,25.471,58.536,44.999,283.23,210.97,2011.2,3790.2,3152.4,1675.8,3156.5,316.03,52.128
166.67,78.19,461.28,34.4,28,1572.1,616.01,1249.9,30.672,1255.4,29667,25.473,58.475,44.973,283.23,211.07,2009.1,3790.4,3154.1,1676.7,3159.4,316.07,52.167
166.66,78.195,461.08,34.4,28,1573.2,616,1249.9,30.697,1255.4,29660,25.475,58.558,44.958,283.23,211.18,2011.9,3790.5,3156.1,1677.6,3162.1,316.12,52.203
166.63,78.195,460.91,34.4,28,1574.1,615.99,1249.9,30.724,1255.5,29651,25.474,58.62,44.94,283.23,211.28,2014.1,3790.4,3158,1678.6,3164.7,316.17,52.237
166.68,78.214,460.77,34.4,28,1575.3,615.99,1249.9,30.736,1255.5,29643,25.474,58.706,44.934,283.24,211.41,2017,3790.3,3160.2,1679.5,3167.1,316.22,52.269
